timestamp,X,Y,Lux
1646079373.350812,67.36403880666465,30.25431797586745,823
1646079373.847525,67.39416513031021,30.266355479331274,824
1646079374.34407,67.38983466811183,30.278729228842206,826
1646079374.855557,67.37396232402202,30.297738585543375,830
1646079375.352966,67.37578309778921,30.306007280681854,832
1646079375.850534,67.38036286110422,30.31993572666832,834
1646079376.344746,67.3580768172383,30.327550181301163,835
1646079376.858055,67.35904928841265,30.34186117400579,837
1646079377.355064,67.37706325053236,30.339509834460998,839
1646079377.850542,67.37327803593784,30.33871363136346,841
1646079378.346556,67.37582826096877,30.349880285876583,842
1646079378.843224,67.37675299341682,30.327843029563873,844
1646079379.355536,67.38580444968879,30.32251147977807,846
1646079379.851301,67.39016484452435,30.325465171714438,847
1646079380.348408,67.3917552391358,30.331620488056533,849
1646079380.844527,69.69359464644671,29.40419655553333,849
1646079381.356335,69.45344772472764,29.649655786757886,850
1646079381.853573,69.01408080253198,29.761208518961624,852
1646079382.349446,68.7656466592422,29.9302559252507,846
1646079382.846209,68.5610131270459,30.228627084463927,851
1646079383.342233,68.31194117899634,30.333137204021227,852
1646079383.854281,67.9168224580303,30.398047851094166,851
1646079384.352463,67.68388728686384,30.432388780878895,846
1646079384.847863,67.52663673662681,30.44917734921911,844
1646079385.344225,67.37707521580518,30.510868454351986,852
1646079385.856634,67.20327532397435,30.54933218449893,840
1646079386.352431,67.02823151795288,30.511043547481943,840
1646079386.850765,66.92517967246643,30.569873311327825,835
1646079387.345817,66.84877088539764,30.59591332685026,834
1646079387.841954,66.79887544386493,30.717247137859328,836
1646079388.355566,66.67023086166367,30.736447074881198,829
1646079388.85065,66.89260172451758,31.614133460232047,828
1646079389.346129,67.03823036719723,31.85049316664148,832
1646079389.842786,67.14780187916818,32.041223060178986,834
1646079390.355915,67.26154901484072,32.22993901975593,826
1646079390.851974,67.36373570988003,32.36820941965891,820
1646079391.34933,67.41933359732712,32.4734445193741,823
1646079391.844659,67.51910793500176,32.5457485672816,826
1646079392.356073,67.56795793220657,32.66392369753368,824
1646079392.852336,67.67357559549535,32.71354555722544,816
1646079393.350109,67.73179147757698,32.76451108690775,817
1646079393.847681,67.95163522828193,32.640988171617614,817
1646079394.342568,67.954878565034,32.67950107005013,811
1646079394.854609,67.90207536779465,32.73053333056206,810
1646079395.351183,67.66337486469284,33.13782888598407,812
1646079395.847471,67.5769831228433,33.36835740545721,811
1646079396.344796,67.5201665037352,33.62355000453796,809
1646079396.855817,67.40472652320483,33.86800840207038,802
1646079397.351434,67.42446205801932,34.05247255291081,804
1646079397.849122,67.42128236405773,34.18066634498345,807
1646079398.345765,67.40103261176837,34.3125997709273,803
1646079398.841816,67.35925229289776,34.39647724446769,799
1646079399.353018,67.35286993981019,34.517096238102084,799
1646079399.851636,67.2441007103094,34.479566447509335,804
1646079400.34708,67.20969203027121,34.44554041401187,808
1646079400.843624,67.19431810045197,34.5285376353609,806
1646079401.354202,67.37448448222801,34.76240509946967,804
1646079401.850988,67.4502314423499,35.034935057306136,812
1646079402.349811,67.4103335845939,35.20897886931338,803
1646079402.844686,67.42315850452086,35.41926068275167,800
1646079403.355397,67.40735768827517,35.60512035872511,809
1646079403.852355,67.35559236076672,35.71717203934909,813
1646079404.349925,67.30535244198535,35.83706238750125,810
1646079404.846383,67.2693860700642,35.92622137937971,804
1646079405.344908,67.25384528619084,36.038782506673314,806
1646079405.857316,67.1645976392841,36.10273388788088,815
1646079406.350572,67.18775853076092,36.19150269420087,810
1646079406.84829,67.10550089512363,36.19686435511246,806
1646079407.343981,67.00632506030747,36.24816011584654,809
1646079407.855028,66.79198551189094,36.410152032214604,808
1646079408.351877,66.83835530381836,36.676912987846976,811
1646079408.848497,66.79928512631325,36.804616326890944,808
1646079409.344834,66.7708856492176,37.03201568738036,812
1646079409.841805,66.68118462109649,37.17281017185271,808
1646079410.35396,66.60449198333853,37.282841340482015,811
1646079410.849428,66.60708138184006,37.40536469770354,809
1646079411.347602,66.59247508928068,37.54459222710272,802
1646079411.843394,66.53593429881396,37.6391036374724,806
1646079412.354806,66.51612657496216,37.72477115957736,798
1646079412.851702,66.5130845870028,37.768213543375694,794
1646079413.348471,66.50816905749491,37.79969896708068,791
1646079413.84518,66.49282505763134,37.85816843179529,780
1646079414.356556,66.42306041395021,38.121130267313816,777
1646079414.853258,66.23152785517124,38.317186321885174,773
1646079415.349231,66.23753353665838,38.463167893586096,766
1646079415.845788,66.10771273370182,38.61014504422267,762
1646079416.346092,66.04443161481491,38.71637746440372,761
